14.003587	3.348879	3.413347
14.003343	3.520273	2.266256
14.003099	5.522111	2.925435
14.002854	5.569262	5.869275
14.002610	2.594645	7.276020
14.002366	0.181660	5.246064
14.002122	0.992235	2.697532
14.001877	3.062269	2.689872
14.001633	3.389358	4.227851
14.001389	2.200299	4.727738
14.001145	1.439798	3.942533
14.000900	1.496718	3.067778
14.000656	1.927334	2.261280
14.000412	3.199057	1.675799
14.000168	4.912115	2.733667
13.999923	4.535165	5.298440
13.999679	1.365211	5.827512
13.999435	-0.421251	2.259646
13.999191	2.915476	-1.227378
13.998946	7.974390	0.758230
13.998702	8.161121	6.293344
13.998458	3.562008	8.353695
13.998214	0.818528	5.312742
13.997969	2.766811	2.885570
13.997725	4.761231	4.515552
13.997481	3.205070	6.470062
13.997237	1.182553	5.235735
13.996992	2.046469	3.512306
13.996748	3.232064	4.542516
13.996504	1.392791	5.710071
13.996260	-0.826440	3.213226
13.996015	1.119613	-0.618017
13.995771	5.761007	-0.541218
13.995527	7.617483	3.242482
13.995283	5.632097	5.638053
13.995038	4.113528	4.715659
13.994794	5.445860	3.988245
13.994550	6.718462	6.148715
13.994306	4.809435	8.824527
13.994061	1.347841	8.340265
13.993817	0.476824	5.244071
13.993573	3.000825	3.866807
13.993329	4.751000	6.532412
13.993084	1.747038	9.647202
13.992840	-3.589874	7.505934
13.992596	-4.058874	0.555817
13.992352	2.618404	-3.242289
13.992107	8.878881	1.424016
13.991863	6.718726	8.584010
13.991619	-0.312524	8.388371
13.991375	-1.521709	1.643922
13.991130	4.961993	-1.010478
13.990886	9.292357	4.684826
13.990642	5.282401	10.271814
13.990398	-0.391481	8.264631
13.990153	0.366118	3.463527
13.989909	4.451622	4.015848
13.989665	3.992847	8.246098
13.989421	-0.572422	8.758401
13.989176	-2.576642	4.901299
13.988932	-0.572188	2.303154
13.988688	1.009080	2.690707
13.988444	0.712385	2.629766
13.988199	1.462890	1.207318
13.987955	3.772916	1.295699
13.987711	4.693640	3.363506
13.987467	3.566825	4.590846
13.987223	2.797779	4.203954
13.986978	2.991247	4.089440
13.986734	2.650382	4.422688
13.986490	2.129218	3.884215
13.986246	2.708251	3.362960
13.986001	2.893736	4.175038
13.985757	1.150870	4.041110
13.985513	0.666478	0.769920
13.985269	4.898405	-1.750883
13.985024	9.907606	1.667946
13.984780	8.780046	7.929626
13.984536	3.030228	8.936545
13.984292	1.116488	4.342651
13.984047	5.041461	2.230337
13.983803	7.512508	5.785294
13.983559	4.644246	8.567556
13.983315	2.206244	6.299903
13.983070	4.830404	4.338660
13.982826	7.451249	7.890461
13.982582	3.981747	12.369755
13.982338	-1.973753	10.704527
13.982093	-2.667846	4.944275
13.981849	1.712660	2.832222
13.981605	4.195202	5.894081
13.981361	2.079521	8.466655
13.981116	-0.432326	7.362955
13.980872	-0.262184	5.535864
13.980628	0.440149	5.614617
13.980384	-0.496683	5.755046
13.980139	-1.192278	3.953185
13.979895	0.613279	2.148824
13.979651	3.230141	3.160558
13.979407	3.301981	6.016577
13.979162	0.727648	7.190537
13.978918	-1.337786	5.474006
13.978674	-0.892050	3.197677
13.978430	0.727051	2.652106
13.978185	1.408217	3.345648
13.977941	1.134657	3.611351
13.977697	1.091538	3.285140
13.977453	1.306710	3.191184
13.977208	1.103781	3.040906
13.976964	1.142903	2.034718
13.976720	2.607413	1.093971
13.976476	4.561220	1.907940
13.976231	4.896962	3.745403
13.975987	4.126151	4.250391
13.975743	4.860230	3.868263
13.975499	6.695127	5.744682
13.975254	5.667654	9.884184
13.975010	0.737813	11.650139
13.974766	-3.476164	8.598417
13.974522	-3.445448	4.522718
13.974277	-1.881758	3.177428
13.974033	-2.055068	2.379500
13.973789	-1.395850	-0.732584
13.973545	3.402840	-2.731172
13.973300	8.489547	1.097860
13.973056	7.430492	7.549292
13.972812	1.820626	9.027397
13.972568	-0.574986	5.239356
13.972323	2.020693	3.354176
13.972079	3.229520	6.026705
13.971835	-0.158221	7.462935
13.971591	-2.755422	3.820884
13.971346	0.132509	-0.064756
13.971102	4.647707	1.373913
13.970858	4.673201	5.688190
13.970614	1.053059	6.772161
13.970369	-0.703097	3.970530
13.970125	1.232076	1.728025
13.969881	3.794616	2.579260
13.969637	4.318304	4.982982
13.969392	2.937751	6.792856
13.969148	0.702632	7.208416
13.968904	-1.438941	5.942608
13.968660	-2.176136	3.261022
13.968415	-0.640486	0.672643
13.968171	2.424428	-0.065979
13.967927	5.277708	1.615536
13.967683	6.300779	5.091328
13.967438	4.369466	8.721732
13.967194	-0.097495	9.906199
13.966950	-4.105673	7.116719
13.966706	-4.396768	2.472480
13.966461	-1.488678	-0.011242
13.966217	0.921343	0.610564
13.965973	1.143676	1.512780
13.965729	1.243724	0.955040
13.965484	2.763874	0.674293
13.965240	4.010252	2.176066
13.964996	3.280712	3.864276
13.964752	1.822399	3.821927
13.964507	1.532186	2.760947
13.964263	2.199867	2.216032
13.964019	2.931098	2.218007
13.963775	3.868763	2.604381
13.963530	4.621288	4.137583
13.963286	3.512945	6.330012
13.963042	0.522237	6.642529
13.962798	-1.401072	4.066665
13.962553	-0.178551	1.278324
13.962309	2.372112	1.045898
13.962065	3.441705	2.607856
13.961821	2.983836	3.698475
13.961577	2.465111	3.968672
13.961332	2.079247	4.202754
13.961088	1.419827	4.253772
13.960844	0.881996	3.884536
13.960600	0.466109	3.587823
13.960355	-0.502377	2.856803
13.960111	-0.840046	0.389639
13.959867	2.006651	-2.207132
13.959623	6.752805	-0.728287
13.959378	7.709069	4.814735
13.959134	2.922873	7.999581
13.958890	-1.443223	4.812841
13.958646	0.216655	0.393058
13.958401	4.044844	1.259555
13.958157	3.082646	4.666378
13.957913	-0.789812	3.303839
13.957669	0.224711	-1.818502
13.957424	6.287610	-2.397109
13.957180	8.903197	3.240370
13.956936	4.822633	6.946579
13.956692	1.398648	4.177658
13.956447	4.076378	1.363373
13.956203	7.249897	4.649057
13.955959	4.016433	9.227687
13.955715	-1.869588	7.353776
13.955470	-1.998087	1.296687
13.955226	3.162161	-0.387810
13.954982	5.583988	3.605121
13.954738	2.563016	6.340211
13.954493	-0.353345	4.277783
13.954249	0.632710	1.566874
13.954005	2.561630	1.795598
13.953761	2.346410	2.863660
13.953516	1.571128	2.305279
13.953272	2.059149	1.478752
13.953028	2.411111	1.581837
13.952784	1.971362	0.859919
13.952539	3.172808	-1.054753
13.952295	6.559817	-0.888438
13.952051	8.166696	2.601905
13.951807	5.720442	5.195703
13.951562	3.176572	3.585375
13.951318	4.611362	1.082281
13.951074	7.489682	2.150737
13.950830	7.293906	4.917151
13.950585	5.537071	4.952360
13.950341	6.735016	3.726015
13.950097	9.407109	6.311777
13.949853	7.442776	11.655158
13.949608	0.616644	12.546131
13.949364	-3.370547	6.630219
13.949120	0.325312	0.960067
13.948876	6.537741	2.502999
13.948631	7.181216	8.882875
13.948387	1.544935	12.265315
13.948143	-4.180500	9.283346
13.947899	-5.087805	3.465995
13.947654	-1.771780	-0.248590
13.947410	2.174340	-0.113334
13.947166	3.836156	2.370955
13.946922	2.651308	4.351359
13.946677	0.544014	3.776059
13.946433	0.283520	1.245777
13.946189	2.589295	-0.500192
13.945945	5.347427	0.248983
13.945700	6.415090	2.293754
13.945456	6.206864	3.595572
13.945212	6.472720	4.174909
13.944968	7.368185	5.726637
13.944723	6.997517	8.861075
13.944479	3.735325	11.758231
13.944235	-1.591512	11.623515
13.943991	-5.803627	7.344124
13.943746	-5.766115	1.002135
13.943502	-1.245781	-3.390106
13.943258	4.645552	-3.262218
13.943014	8.280951	0.439088
13.942769	8.490102	4.771839
13.942525	6.452932	7.650537
13.942281	3.744267	8.623006
13.942037	1.479591	8.026515
13.941792	0.348192	6.685242
13.941548	0.149124	5.636137
13.941304	0.002705	5.030820
13.941060	-0.150914	4.197352
13.940815	0.409143	3.433277
13.940571	0.981862	3.828962
13.940327	-0.214748	4.359045
13.940083	-2.074192	2.180437
13.939838	-0.388929	-2.079741
13.939594	5.549760	-2.942788
13.939350	9.733033	2.403443
13.939106	7.107900	8.626525
13.938861	1.273252	9.155374
13.938617	-0.905773	5.564675
13.938373	0.427323	4.021567
13.938129	0.011339	4.834151
13.937884	-2.268001	3.119815
13.937640	-1.215337	-1.105933
13.937396	3.570360	-2.072138
13.937152	6.040458	1.501299
13.936907	4.033773	3.772773
13.936663	2.985849	2.034318
13.936419	5.930577	1.511593
13.936175	7.601430	5.758385
13.935930	3.472403	9.598476
13.935686	-1.976268	7.295442
13.935442	-2.119388	1.911642
13.935198	1.742536	0.177872
13.934954	3.569288	2.316324
13.934709	2.209844	3.381841
13.934465	1.542140	1.824869
13.934221	3.274035	0.625442
13.933977	5.308047	1.568134
13.933732	6.009655	3.574484
13.933488	5.445782	5.655572
13.933244	3.432081	7.299474
13.933000	0.263288	7.010764
13.932755	-1.721185	4.138145
13.932511	-0.726204	1.031591
13.932267	1.553589	0.208857
13.932023	2.537761	0.747063
13.931778	2.717937	0.394689
13.931534	4.073246	-0.436458
13.931290	6.255789	0.191782
13.931046	7.365093	2.240131
13.930801	7.001915	4.178566
13.930557	5.931376	5.416662
13.930313	4.417546	5.849424
13.930069	3.165961	4.958233
13.929824	3.655701	3.612668
13.929580	5.219412	4.204798
13.929336	4.648723	6.526016
13.929092	1.425767	6.639145
13.928847	0.018247	2.950253
13.928603	3.410122	0.007965
13.928359	7.643803	2.228989
13.928115	7.249388	6.899898
13.927870	3.372151	8.208934
13.927626	1.437968	5.893198
13.927382	2.616253	4.591219
13.927138	3.019380	5.900230
13.926893	0.765707	6.438865
13.926649	-1.210885	3.866336
13.926405	0.025194	0.343355
13.926161	3.578316	-0.880081
13.925916	6.590283	0.754859
13.925672	7.439988	3.495995
13.925428	6.533343	5.428460
13.925184	5.453368	5.942696
13.924939	5.293199	6.160412
13.924695	5.142859	7.388392
13.924451	3.369134	8.714405
13.924207	0.796181	7.954588
13.923962	0.178676	5.557539
13.923718	1.640937	4.635645
13.923474	1.940373	5.875293
13.923230	-0.096744	5.985604
13.922985	-1.151834	3.268014
13.922741	1.115755	0.917575
13.922497	3.954322	1.905692
13.922253	4.040903	4.225375
13.922008	2.589555	4.655224
13.921764	2.346606	3.882233
13.921520	2.733807	4.090232
13.921276	1.922704	4.498279
13.921031	0.927105	3.320432
13.920787	1.649198	1.583858
13.920543	3.285667	1.166206
13.920299	4.321578	1.467354
13.920054	5.524023	1.563205
13.919810	7.388785	2.901096
13.919566	7.504209	6.113010
13.919322	4.423137	8.022584
13.919077	1.445891	5.951534
13.918833	2.409674	2.521673
13.918589	6.009274	2.176972
13.918345	8.050470	5.161935
13.918100	7.025880	8.429702
13.917856	4.198804	9.981438
13.917612	1.018818	9.175723
13.917368	-0.440120	5.951745
13.917123	1.947414	2.909835
13.916879	6.076743	4.236104
13.916635	6.195863	9.138812
13.916391	1.373151	11.063226
13.916146	-1.786013	7.383155
13.915902	0.712044	4.240552
13.915658	3.401803	6.614310
13.915414	0.572330	9.760799
13.915169	-3.830662	7.379266
13.914925	-3.123120	2.459419
13.914681	0.742976	1.689797
13.914437	1.507487	3.977808
13.914192	-0.176175	3.738349
13.913948	0.651580	1.632599
13.913704	3.030255	2.229697
13.913460	2.518940	4.122921
13.913215	1.069084	2.717723
13.912971	3.826411	0.527230
13.912727	7.960632	3.732110
13.912483	5.939600	9.784175
13.912238	-0.729215	9.931823
13.911994	-2.670451	4.113194
13.911750	1.782830	1.582671
13.911506	3.995638	5.244850
13.911261	0.243944	7.182841
13.911017	-2.161466	3.018946
13.910773	1.900094	-0.557865
13.910529	6.683472	2.373348
13.910284	5.768385	7.482286
13.910040	1.851228	8.573892
13.909796	0.069959	7.082705
13.909552	-0.679028	6.675675
13.909308	-2.948320	5.556999
